file_id,category,title,description,features,tags,download_count,file_size,upload_date,author,preview_images,related_files
331276,업무프로그램,현금 수령증,"경리/회계 분야에서 사용하는 양식으로 현금 수령자의 정보 및 위임자의 정보를 입력하고, 수령금액과 수령일시 및 장소를 입력하는 현금 수령증입니다. [엑셀파일서식]은 일반문서를 저장과 불러오기 기능을 이용하여 관리할 수 있도록 제작되어 있습니다.",['FAMILY SITE'],[],,,,,[],[]
420362,업무프로그램,인사관리 실무엑셀 번들팩 (18종),"인사평가와 근태관리 및 인사고과 등 HR 실무의 필수 업무를 위한 인사관리 실무엑셀 번들팩입니다. 채용부터 퇴직까지 전 과정을 체계적으로 관리할 수 있도록 취업규칙, 인사규정, 표준근로계약서, 인사평가표 등 다양한 양식을 포함하고 있으며 직원 평가 및 경영 평가를 효과적으로 수행할 수 있도록 돕습니다. 총무팀이나 중소기업 인사팀 등 실무담당자가 즉시 활용할 수 있도록 구성되어 고비용의 인사시스템 없이도 HR관리와 직원평가를 체계화할 수 있는 실무 중심 도구입니다. 인사고과와 인사평가 시즌에 활용도가 높으며 업무 효율을 크게 향상시킬 수 있습니다.",['FAMILY SITE'],[],,,,,[],[]
382600,업무프로그램,거래처별 매출원장,"일자, 거래처, 대표자, 사업자등록번호, 품목, 적요, 수량, 단가, 합계금액, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 합계금액을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['회원별 고객별 사원별 매입 수입 지출 판매 주문\n\n\n더보기\n접기', '회원별 고객별 사원별 매입 수입 지출 판매 주문']",,,,,[],[]
379424,업무프로그램,건설공사 견적서 관리대장(공사업체),"일자, 공사업체, 담당자, 연락처, 공사명, 공사면적(㎡), 공사비용, 세액, 합계금액, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 공사지용을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],[],,,,,[],[]
331000,업무프로그램,[2025년] 급여명세서,"최신 근로기준법을 적용하여 지급월, 지급일자, 사원정보, 급여내역(기본급, 상여금 등), 공제내역(국민연금, 건강보험, 장기요양보험, 고용보험 등), 근무내역(연장근로시간수, 야간근로시간수, 휴일근로시간수, 통상시급, 가족 수), 항목별 계산방법(산출식 또는 산출방법) 등을 입력하고, 저장 및 불러오기 기능을 이용하여 관리할 수 있도록 구성되어 있습니다.",['FAMILY SITE'],"['급여명세서 회사서식 Work Sheet 엑셀시트 스프레드시트\n\n\n더보기\n접기', '급여명세서 회사서식 Work Sheet 엑셀시트 스프레드시트']",,,,,[],[]
420354,업무프로그램,회사 조직도(업무 기술 역량 종합 평가/관리),"회사 조직도(업무 기술 역량 종합 평가/관리)는 기업 내 전 직원의 업무툴 활용 역량을 체계적으로 관리할 수 있도록 제작된 실무형 인사관리 템플릿입니다. 문서 작업, 디자인, 영상 편집, 프로그래밍, AI 툴 등 다양한 업무 프로그램에 대한 직원 개별 숙련도를 별(★)로 평가하고, 그 결과를 사원 조직도와 연동해 간편하게 파악할 수 있습니다.

엑셀, 파워포인트, 포토샵, 프리미어, HTML, ChatGPT 활용 등 다양한 툴 사용경험과 숙련도를 기록할 수 있으며, 실무자 간 역량 격차나 교육이 필요한 부분을 빠르게 파악하고 사내 교육 방향 수립 및 인사 배치 전략 수립에 적극 활용할 수 있습니다.

특히 실무툴 중심의 역량 관리가 필요한 중소기업, 스타트업, 디지털 전환 조직, 인사기획팀 등에 적합하며, 디자인툴, 영상툴, 프로그래밍툴, 웹서버 관리툴, AI 및 SaaS 도구 등의 사용역량을 체계적으로 수집하고 분석하여 디지털 실무 역량 관리를 효율화할 수 있습니다.",['FAMILY SITE'],[],,,,,[],[]
336993,업무프로그램,업무용 차량 운행일지,"사원별 업무시 차량 운행정보를 기록할 수 있으며, 차량정보, 행선지, 운행목적 및 주유금액 등을 입력하여 관리할 수 있는 업무용 차량 운행일지입니다. [엑셀파일서식]은 일반문서를 저장과 불러오기 기능을 이용하여 관리할 수 있도록 제작되어 있습니다.",['FAMILY SITE'],[],,,,,[],[]
384262,업무프로그램,"[2025년] 매입, 매출대장(미지급금, 미수금)","거래일자, 거래처, 품목, 세액, 매입금액, 매입세액, 매입합계, 지급액, 미지급금, 매출금액, 매출세액, 매출합계, 수금액, 미수금을 입력할 수 있으며 입력된 데이터값을 근간으로 매입합계, 미지급액, 매출합계, 미수금을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['구입 구매 주문 판매 수입 지출 결제\n\n\n더보기\n접기', '구입 구매 주문 판매 수입 지출 결제']",,,,,[],[]
385865,업무프로그램,원자재 재고관리대장,"일자, 원자재명, 규격/사양, 단위, 구입처, 이월재고량, 입고량, 사용량, 재고량, 발주량, 비고를 입력할 수 있으며 입력된 데이터값을 근간으로 재고량을 자동산출 할 수 있도록 구성된 콘텐츠입니다. 조건별 검색 및 자동합산 기능을 통해 월계 및 누계의 합계를 확인할 수 있습니다.",['FAMILY SITE'],"['입고 출고 입출고 사용관리 수량관리\n\n\n더보기\n접기', '입고 출고 입출고 사용관리 수량관리']",,,,,[],[]
420355,업무프로그램,조직도(사원별 직무 및 역량관리),"조직도(업무역량평가)는 각 사원의 핵심 업무역량을 입력하고 별점(★)으로 평가할 수 있는 인사평가 템플릿입니다. 조직도 기반으로 직원들의 이름과 직책을 입력하고, 평가 항목별 점수를 입력하여 조직 전체의 능력 분포를 직관적으로 파악할 수 있습니다.

의사소통 능력(전달력, 이해력, 피드백, 대응력), 문제 해결력, 창의성, 팀워크, 협업 능력, 리더십, 고객 지향성 등 실무 중심의 핵심 역량 항목이 기본 구성되어 있으며, 각 항목에 대해 개별 사원의 강점과 보완점을 파악할 수 있도록 설계되어 있습니다.

평가자는 해당 항목에 대해 점수를 매기며, 각 사원의 역량 수준을 조직도와 연동된 형태로 한눈에 확인할 수 있어 성과관리, 교육대상자 선정, 승진/이동 판단 근거로 활용할 수 있습니다. 중소기업, 팀 단위 프로젝트 조직, 성과 중심 조직, 인사 평가제도를 운영 중인 기업이라면 누구나 손쉽게 사용할 수 있으며, 정기적인 역량 진단, 교육 성과 평가, 성과 기반 인사관리에 최적화된 실무형 템플릿 입니다.",['FAMILY SITE'],[],,,,,[],[]
